order_id,customer_id,product_id,order_date,quantity,sales
114,31,1,2024-08-08,4,640
115,45,17,2024-09-29,4,2700
116,181,30,2024-10-13,5,1145
117,172,46,2024-07-22,1,283
118,190,6,2024-01-10,4,2236
119,118,10,2024-10-21,3,2742
120,110,74,2024-12-29,4,1604
121,164,54,2024-02-28,3,2880
122,104,3,2024-03-28,3,1260
123,159,59,2024-02-15,3,1542
124,112,14,2024-08-11,2,2052
125,151,52,2024-02-10,5,4250
126,102,40,2024-04-23,3,2583
127,86,100,2024-02-09,2,218
128,131,82,2024-09-28,1,694
129,131,25,2024-06-28,3,1752
130,187,83,2024-04-30,2,1832
131,27,19,2024-04-11,3,606
132,45,78,2024-12-01,2,1966
133,20,23,2024-08-25,4,1492
134,194,73,2024-08-17,5,4735
135,175,73,2024-06-14,5,4735
136,161,41,2024-08-13,2,798
137,18,61,2024-11-19,4,3200
138,78,36,2024-01-29,5,2655
139,91,65,2024-06-07,1,1054
140,119,58,2024-01-30,1,1003
141,95,37,2024-11-26,1,252
142,24,79,2024-09-16,5,4025
143,99,60,2024-10-10,5,5715
144,190,6,2024-10-19,4,2236
145,167,25,2024-11-05,3,1752
146,122,65,2024-02-01,2,2108
147,116,14,2024-12-31,3,3078
148,22,65,2024-01-21,2,2108
149,64,91,2024-08-12,4,3172
150,135,67,2024-03-22,5,3130
151,94,48,2024-07-17,3,789
152,105,100,2024-12-13,3,327
153,154,7,2024-02-03,3,483
154,85,13,2024-12-13,5,5195
155,99,37,2024-12-02,3,756
156,155,20,2024-02-11,3,3579
157,150,85,2024-06-28,2,92
158,80,84,2024-03-07,4,4368
159,153,91,2024-06-07,1,793
160,144,49,2024-03-06,3,1515
161,172,90,2024-02-17,5,3435
162,166,86,2024-09-17,4,3416
163,93,3,2024-06-07,3,1260
164,47,28,2024-09-05,3,2181
165,50,29,2024-03-20,2,1394
166,20,38,2024-09-16,1,1068
167,198,70,2024-01-20,5,5030
168,170,44,2024-03-08,5,600
169,153,49,2024-03-24,2,1010
170,47,89,2024-03-25,5,4145
171,185,57,2024-07-29,1,574
172,94,87,2024-08-15,2,336
173,157,37,2024-04-29,4,1008
174,137,31,2024-08-28,3,2070
175,50,48,2024-08-13,5,1315
176,119,99,2024-07-14,3,1884
177,129,68,2024-03-23,4,4068
178,52,78,2024-05-08,2,1966
179,14,83,2024-07-09,4,3664
180,142,14,2024-03-04,5,5130
181,73,11,2024-05-19,2,1948
182,116,66,2024-08-11,2,40
183,24,29,2024-06-27,4,2788
184,7,54,2024-07-21,1,960
185,129,48,2024-07-16,2,526
186,21,48,2024-01-15,2,526
187,82,13,2024-03-15,3,3117
188,36,5,2024-08-29,3,1425
189,179,18,2024-08-17,4,2108
190,158,1,2024-01-10,1,160
191,66,28,2024-10-07,2,1454
192,187,78,2024-08-04,5,4915
193,29,100,2024-05-01,3,327
194,78,16,2024-05-02,1,96
195,108,82,2024-08-22,5,3470
196,17,15,2024-11-01,4,716
197,138,3,2024-10-21,5,2100
198,62,92,2024-05-29,2,2028
199,110,1,2024-06-29,5,800
200,62,74,2024-04-05,4,1604
201,171,86,2024-09-25,1,854
202,93,9,2024-10-05,5,5900
203,130,65,2024-01-11,5,5270
204,100,61,2024-11-21,1,800
205,100,48,2024-01-09,3,789
206,92,9,2024-05-03,3,3540
207,188,85,2024-10-24,1,46
208,189,97,2024-03-09,3,648
209,12,46,2024-06-22,5,1415
210,165,23,2024-12-22,4,1492
211,123,81,2024-03-10,2,546
212,17,92,2024-01-19,4,4056
213,76,26,2024-04-12,1,907
214,11,41,2024-09-20,3,1197
215,102,70,2024-05-09,4,4024
216,10,97,2024-05-26,2,432
217,92,100,2024-12-01,1,109
218,85,35,2024-07-07,1,195
219,112,52,2024-07-16,4,3400
220,87,24,2024-12-20,4,4308
221,128,48,2024-05-16,5,1315
222,22,94,2024-02-10,4,620
223,111,78,2024-10-06,2,1966
224,76,42,2024-02-10,1,755
225,84,85,2024-06-05,3,138
226,115,78,2024-03-26,4,3932
227,177,57,2024-08-16,3,1722
228,11,94,2024-11-10,3,465
229,112,36,2024-02-08,1,531
230,172,82,2024-07-05,4,2776
231,132,96,2024-01-16,2,400
232,37,78,2024-01-18,4,3932
233,33,9,2024-11-26,2,2360
234,94,47,2024-10-17,4,3648
235,9,78,2024-12-13,2,1966
236,116,48,2024-08-15,3,789
237,196,10,2024-03-11,5,4570
238,136,47,2024-06-09,4,3648
239,167,36,2024-02-28,2,1062
240,7,95,2024-09-12,2,1206
241,133,50,2024-03-01,5,3255
242,68,100,2024-12-26,3,327
243,115,28,2024-05-26,5,3635
244,178,63,2024-03-03,2,314
245,35,10,2024-03-29,4,3656
246,183,57,2024-12-15,1,574
247,82,86,2024-12-29,3,2562
248,17,71,2024-05-28,5,3475
249,77,21,2024-07-04,2,114
250,131,29,2024-04-12,1,697
251,36,31,2024-01-14,4,2760
252,93,71,2024-07-07,5,3475
253,120,71,2024-11-09,2,1390
254,23,9,2024-07-22,3,3540
255,184,93,2024-09-26,4,352
256,106,99,2024-10-21,4,2512
257,19,17,2024-11-24,3,2025
258,19,58,2024-12-14,4,4012
259,133,45,2024-10-09,2,1122
260,164,76,2024-03-07,2,986
261,111,65,2024-03-04,1,1054
262,133,20,2024-03-25,3,3579
263,42,42,2024-06-26,2,1510
264,133,37,2024-05-08,1,252
265,51,82,2024-05-20,5,3470
266,33,81,2024-11-10,3,819
267,137,12,2024-11-24,5,4195
268,44,76,2024-03-19,5,2465
269,44,85,2024-11-05,5,230
270,87,73,2024-01-15,1,947
271,21,6,2024-05-15,5,2795
272,167,27,2024-08-01,5,1005
273,159,82,2024-09-11,1,694
274,161,70,2024-11-24,3,3018
275,78,62,2024-12-16,2,2110
276,104,39,2024-02-07,4,4504
277,177,8,2024-08-13,2,708
278,107,62,2024-04-14,4,4220
279,88,78,2024-06-09,2,1966
280,184,41,2024-07-23,3,1197
281,34,98,2024-09-20,3,2769
282,144,14,2024-05-03,3,3078
283,120,16,2024-08-18,3,288
284,64,19,2024-01-26,1,202
285,75,50,2024-08-02,5,3255
286,64,21,2024-10-22,3,171
287,185,41,2024-03-22,2,798
288,128,66,2024-09-12,4,80
289,79,64,2024-02-16,1,864
290,101,65,2024-05-03,4,4216
291,56,75,2024-01-25,3,3558
292,13,37,2024-11-01,4,1008
293,168,87,2024-05-26,4,672
294,138,2,2024-08-08,1,556
295,35,34,2024-07-25,3,270
296,94,6,2024-01-27,4,2236
297,146,72,2024-07-04,2,2254
298,142,37,2024-07-16,1,252
299,130,58,2024-05-23,5,5015
300,160,88,2024-03-01,5,2785
301,33,13,2024-07-10,4,4156
302,87,72,2024-03-14,3,3381
303,51,78,2024-07-24,5,4915
304,129,6,2024-01-20,1,559
305,36,92,2024-08-30,3,3042
306,133,59,2024-11-06,2,1028
307,132,18,2024-11-09,3,1581
308,82,21,2024-11-11,4,228
309,190,39,2024-06-21,5,5630
310,130,66,2024-09-07,5,100
311,182,73,2024-08-31,3,2841
312,5,48,2024-12-10,3,789
313,29,54,2024-06-06,5,4800
314,186,89,2024-11-01,1,829
315,122,34,2024-10-22,5,450
316,59,93,2024-10-25,1,88
317,123,22,2024-11-18,5,5975
318,185,80,2024-03-16,4,4116
319,175,32,2024-10-20,1,1029
320,180,15,2024-01-10,2,358
321,113,41,2024-03-18,4,1596
322,106,89,2024-07-29,2,1658
323,129,100,2024-08-29,5,545
324,189,94,2024-12-27,1,155
325,36,67,2024-10-14,2,1252
326,84,85,2024-09-26,4,184
327,97,41,2024-08-23,2,798
328,137,44,2024-06-30,5,600
329,174,99,2024-11-08,3,1884
330,124,25,2024-05-22,2,1168
331,143,39,2024-06-01,2,2252
332,198,37,2024-12-19,2,504
333,181,63,2024-09-02,3,471
334,90,72,2024-05-27,3,3381
335,32,74,2024-07-13,5,2005
336,102,45,2024-05-28,2,1122
337,11,37,2024-06-26,1,252
338,114,84,2024-09-02,3,3276
339,55,26,2024-05-18,5,4535
340,144,90,2024-03-11,3,2061
341,28,79,2024-05-02,5,4025
342,63,7,2024-04-25,5,805
343,164,30,2024-02-21,1,229
344,106,43,2024-02-21,4,4140
345,175,99,2024-01-03,2,1256
346,141,21,2024-11-30,4,228
347,122,62,2024-05-27,2,2110
348,83,37,2024-02-15,1,252
349,167,74,2024-09-30,2,802
350,190,93,2024-03-30,1,88
351,107,23,2024-07-22,1,373
352,127,24,2024-01-20,3,3231
353,3,39,2024-11-04,5,5630
354,28,43,2024-08-20,3,3105
355,165,70,2024-09-09,5,5030
356,35,65,2024-05-19,4,4216
357,50,15,2024-03-24,3,537
358,188,59,2024-04-05,3,1542
359,4,95,2024-05-31,3,1809
360,146,87,2024-03-30,2,336
361,157,82,2024-08-06,4,2776
362,132,42,2024-07-24,1,755
363,172,13,2024-03-12,2,2078
364,123,42,2024-01-04,2,1510
365,67,50,2024-08-16,2,1302
366,193,35,2024-06-03,3,585
367,150,93,2024-01-06,5,440
368,67,84,2024-12-20,3,3276
369,61,8,2024-08-26,1,354
370,79,21,2024-12-17,4,228
371,129,91,2024-12-19,3,2379
372,31,82,2024-07-07,3,2082
373,158,29,2024-03-09,2,1394
374,123,20,2024-11-06,4,4772
375,96,54,2024-08-29,5,4800
376,194,69,2024-05-06,2,1858
377,175,97,2024-02-11,5,1080
378,135,58,2024-12-26,5,5015
379,93,10,2024-02-27,5,4570
380,16,71,2024-04-13,5,3475
381,147,69,2024-03-25,2,1858
382,84,67,2024-02-29,4,2504
383,175,27,2024-09-07,5,1005
384,24,66,2024-01-29,4,80
385,117,17,2024-07-31,5,3375
386,117,73,2024-10-13,1,947
387,119,87,2024-01-12,3,504
388,102,33,2024-04-21,1,835
389,149,10,2024-08-04,1,914
390,89,90,2024-10-04,1,687
391,16,9,2024-01-17,4,4720
392,74,53,2024-03-10,2,950
393,197,83,2024-07-10,4,3664
394,98,58,2024-07-11,4,4012
395,21,88,2024-03-09,5,2785
396,168,45,2024-04-01,1,561
397,138,51,2024-03-06,5,215
398,187,29,2024-01-12,1,697
399,77,60,2024-08-05,5,5715
400,137,49,2024-05-06,2,1010
401,118,45,2024-05-21,2,1122
402,49,93,2024-01-17,1,88
403,170,54,2024-01-09,5,4800
404,62,27,2024-02-21,1,201
405,153,5,2024-11-02,4,1900
406,173,91,2024-05-05,1,793
407,190,6,2024-08-12,4,2236
408,60,70,2024-01-29,2,2012
409,36,65,2024-04-29,3,3162
410,188,74,2024-10-22,3,1203
411,154,99,2024-05-01,3,1884
412,78,19,2024-04-23,5,1010
413,106,39,2024-02-01,3,3378
414,143,76,2024-11-16,2,986
415,174,55,2024-09-10,5,1650
416,13,45,2024-09-25,4,2244
417,82,90,2024-07-28,4,2748
418,39,39,2024-04-04,4,4504
419,194,69,2024-05-03,4,3716
420,58,39,2024-08-25,2,2252
421,15,72,2024-08-01,4,4508
422,143,68,2024-07-17,2,2034
423,63,33,2024-06-18,2,1670
424,166,11,2024-07-08,4,3896
425,24,69,2024-01-27,2,1858
426,69,49,2024-11-04,5,2525
427,11,10,2024-10-27,2,1828
428,186,86,2024-04-21,5,4270
429,123,27,2024-06-04,3,603
430,4,28,2024-03-01,2,1454
431,192,97,2024-05-04,4,864
432,179,78,2024-07-22,2,1966
433,62,71,2024-05-24,3,2085
434,98,60,2024-11-28,5,5715
435,92,40,2024-07-03,3,2583
436,132,64,2024-02-20,4,3456
437,185,61,2024-04-14,3,2400
438,95,41,2024-01-24,4,1596
439,145,29,2024-01-09,2,1394
440,67,71,2024-10-23,5,3475
441,185,54,2024-03-19,3,2880
442,51,43,2024-07-13,2,2070
443,146,32,2024-10-08,4,4116
444,168,88,2024-05-11,3,1671
445,196,63,2024-08-23,4,628
446,44,94,2024-03-27,3,465
447,36,93,2024-09-07,5,440
448,48,70,2024-09-25,1,1006
449,9,10,2024-01-04,1,914
450,106,18,2024-02-04,2,1054
451,182,20,2024-04-21,1,1193
452,130,59,2024-01-31,3,1542
453,159,82,2024-09-04,5,3470
454,169,63,2024-01-04,1,157
455,137,71,2024-01-07,4,2780
456,5,68,2024-10-01,3,3051
457,74,3,2024-12-23,5,2100
458,173,56,2024-02-24,2,1224
459,25,68,2024-05-03,2,2034
460,50,80,2024-05-09,5,5145
461,91,35,2024-02-10,4,780
462,96,52,2024-10-16,4,3400
463,63,90,2024-06-02,2,1374
464,176,11,2024-02-17,1,974
465,104,49,2024-10-09,4,2020
466,122,8,2024-12-25,1,354
467,44,11,2024-08-10,4,3896
468,166,43,2024-02-18,5,5175
469,136,6,2024-04-18,2,1118
470,178,73,2024-05-18,4,3788
471,12,10,2024-10-05,3,2742
472,145,85,2024-04-01,1,46
473,81,3,2024-10-27,2,840
474,37,97,2024-02-09,4,864
475,77,21,2024-05-03,5,285
476,146,50,2024-06-18,5,3255
477,99,97,2024-12-18,2,432
478,186,11,2024-06-26,5,4870
479,14,13,2024-04-28,4,4156
480,20,44,2024-11-10,5,600
481,153,51,2024-01-16,3,129
482,163,35,2024-09-08,4,780
483,59,46,2024-07-11,5,1415
484,111,24,2024-12-04,5,5385
485,98,11,2024-05-31,5,4870
486,64,92,2024-02-12,1,1014
487,69,20,2024-12-30,4,4772
488,163,20,2024-06-11,4,4772
489,93,14,2024-01-03,1,1026
490,79,57,2024-05-18,3,1722
491,27,17,2024-04-05,1,675
492,111,58,2024-10-11,5,5015
493,132,53,2024-01-14,1,475
494,23,46,2024-02-17,5,1415
495,153,77,2024-07-16,3,312
496,4,38,2024-07-17,4,4272
497,200,11,2024-05-04,5,4870
498,147,67,2024-12-16,2,1252
499,98,22,2024-05-17,2,2390
500,78,35,2024-03-15,4,780
501,17,22,2024-05-21,4,4780
502,108,39,2024-02-09,4,4504
503,93,33,2024-11-16,2,1670
504,127,77,2024-04-10,5,520
505,118,14,2024-06-04,2,2052
506,2,51,2024-11-13,3,129
507,98,43,2024-06-20,4,4140
508,111,84,2024-03-10,5,5460
509,77,42,2024-12-21,5,3775
510,52,62,2024-03-31,3,3165
511,102,41,2024-12-21,3,1197
512,163,63,2024-05-04,5,785
513,84,49,2024-07-20,3,1515
514,94,15,2024-04-12,5,895
515,152,70,2024-12-15,2,2012
516,197,71,2024-08-24,1,695
517,182,27,2024-05-29,4,804
518,178,9,2024-12-10,4,4720
519,128,18,2024-05-03,3,1581
520,65,85,2024-08-04,2,92
521,97,10,2024-11-02,4,3656
522,123,75,2024-09-30,4,4744
523,130,89,2024-10-05,4,3316
524,10,47,2024-10-31,5,4560
525,164,11,2024-05-07,1,974
526,169,86,2024-03-26,3,2562
527,166,79,2024-10-15,1,805
528,166,87,2024-06-18,4,672
529,111,14,2024-02-20,1,1026
530,67,29,2024-09-22,5,3485
531,143,75,2024-04-23,5,5930
532,115,48,2024-08-25,4,1052
533,198,87,2024-12-19,5,840
534,129,20,2024-01-13,3,3579
535,124,14,2024-07-31,3,3078
536,22,15,2024-06-27,2,358
537,80,44,2024-04-15,4,480
538,134,62,2024-08-31,3,3165
539,25,57,2024-06-12,4,2296
540,18,39,2024-12-29,1,1126
541,30,3,2024-11-27,3,1260
542,28,87,2024-05-04,2,336
543,133,23,2024-03-22,5,1865
544,85,72,2024-08-24,4,4508
545,60,52,2024-04-05,2,1700
546,164,85,2024-07-21,4,184
547,8,95,2024-04-11,5,3015
548,116,76,2024-07-18,4,1972
549,2,91,2024-04-15,2,1586
550,72,97,2024-10-22,1,216
551,27,69,2024-07-06,2,1858
552,84,26,2024-02-28,4,3628
553,68,86,2024-09-27,4,3416
554,164,41,2024-07-17,5,1995
555,157,51,2024-02-28,5,215
556,90,46,2024-11-12,4,1132
557,45,87,2024-11-10,3,504
558,152,11,2024-06-09,2,1948
559,31,31,2024-02-29,3,2070
560,47,48,2024-09-18,2,526
561,100,54,2024-03-11,5,4800
562,148,50,2024-04-05,4,2604
563,125,82,2024-12-21,5,3470
564,166,23,2024-03-26,5,1865
565,126,37,2024-04-05,2,504
566,81,58,2024-01-28,5,5015
567,92,2,2024-03-10,4,2224
568,50,50,2024-09-15,5,3255
569,168,64,2024-12-16,4,3456
570,126,54,2024-09-07,4,3840
571,43,11,2024-01-16,5,4870
572,195,29,2024-01-17,3,2091
573,71,29,2024-05-27,5,3485
574,44,100,2024-10-16,4,436
575,191,99,2024-10-08,4,2512
576,131,15,2024-02-28,5,895
577,69,100,2024-07-06,5,545
578,139,97,2024-08-13,1,216
579,140,28,2024-02-22,4,2908
580,189,84,2024-06-01,2,2184
581,9,58,2024-06-27,3,3009
582,23,57,2024-05-01,1,574
583,54,95,2024-12-18,5,3015
584,90,91,2024-11-19,5,3965
585,110,22,2024-03-12,5,5975
586,53,27,2024-10-18,1,201
587,90,69,2024-11-01,3,2787
588,138,22,2024-12-26,3,3585
589,75,38,2024-05-16,5,5340
590,132,87,2024-03-10,1,168
591,193,53,2024-05-21,1,475
592,168,17,2024-05-07,2,1350
593,38,92,2024-05-06,3,3042
594,195,87,2024-09-07,4,672
595,37,74,2024-11-17,3,1203
596,107,49,2024-02-08,4,2020
597,163,99,2024-07-25,1,628
598,132,96,2024-12-21,3,600
599,95,59,2024-06-16,4,2056
600,149,1,2024-08-22,1,160
601,163,86,2024-02-02,3,2562
602,137,51,2024-08-07,2,86
603,55,64,2024-06-14,3,2592
604,73,44,2024-10-22,5,600
605,34,73,2024-06-24,4,3788
606,175,98,2024-01-24,1,923
607,26,81,2024-01-09,4,1092
608,32,21,2024-08-21,4,228
609,1,55,2024-12-18,2,660
610,34,84,2024-03-22,3,3276
611,71,12,2024-05-08,3,2517
612,22,48,2024-01-27,2,526
613,102,81,2024-12-24,3,819
614,194,30,2024-12-01,4,916
615,24,91,2024-01-01,1,793
616,55,62,2024-03-08,1,1055
617,152,29,2024-12-14,5,3485
618,114,2,2024-12-22,1,556
619,88,16,2024-12-21,4,384
620,34,62,2024-04-27,1,1055
621,99,12,2024-02-22,1,839
622,81,48,2024-03-11,3,789
623,98,100,2024-11-24,2,218
624,174,19,2024-09-28,1,202
625,145,2,2024-11-28,5,2780
626,43,57,2024-04-19,3,1722
627,161,96,2024-07-29,2,400
628,158,88,2024-04-21,4,2228
629,23,13,2024-03-04,2,2078
630,151,94,2024-06-28,4,620
631,110,41,2024-05-06,2,798
632,71,83,2024-05-07,1,916
633,142,77,2024-11-07,5,520
634,73,100,2024-12-03,1,109
635,78,27,2024-11-06,5,1005
636,131,25,2024-05-31,4,2336
637,166,7,2024-09-10,2,322
638,99,15,2024-09-12,2,358
639,164,77,2024-09-27,1,104
640,4,47,2024-03-08,3,2736
641,100,73,2024-07-06,4,3788
642,140,88,2024-08-29,2,1114
643,198,10,2024-10-27,1,914
644,18,2,2024-04-20,3,1668
645,11,8,2024-09-16,4,1416
646,74,81,2024-07-31,5,1365
647,109,90,2024-02-12,4,2748
648,164,69,2024-11-11,5,4645
649,40,36,2024-06-07,1,531
650,21,66,2024-03-20,2,40
651,138,42,2024-10-27,4,3020
652,163,98,2024-06-07,1,923
653,179,56,2024-01-30,2,1224
654,63,12,2024-02-29,4,3356
655,117,79,2024-01-29,5,4025
656,80,86,2024-03-02,2,1708
657,4,91,2024-12-25,2,1586
658,3,21,2024-06-26,4,228
659,134,67,2024-03-26,3,1878
660,96,17,2024-03-01,3,2025
661,198,4,2024-08-07,3,750
662,70,68,2024-05-14,1,1017
663,183,74,2024-09-11,1,401
664,117,66,2024-01-29,3,60
665,128,73,2024-07-07,2,1894
666,41,33,2024-10-20,1,835
667,173,93,2024-04-26,1,88
668,190,66,2024-01-23,1,20
669,4,32,2024-08-29,1,1029
670,94,50,2024-04-01,2,1302
671,10,71,2024-04-24,4,2780
672,83,32,2024-06-12,4,4116
673,70,10,2024-07-09,5,4570
674,31,65,2024-04-01,1,1054
675,58,67,2024-07-24,1,626
676,18,60,2024-06-08,3,3429
677,84,12,2024-08-21,5,4195
678,3,48,2024-05-29,2,526
679,145,39,2024-05-04,5,5630
680,119,48,2024-09-09,5,1315
681,198,100,2024-10-06,2,218
682,195,32,2024-01-04,2,2058
683,105,4,2024-10-04,2,500
684,89,82,2024-06-20,1,694
685,1,98,2024-06-06,4,3692
686,27,27,2024-05-01,5,1005
687,108,63,2024-03-13,1,157
688,183,36,2024-01-23,1,531
689,60,67,2024-12-24,4,2504
690,96,59,2024-10-24,1,514
691,25,65,2024-11-22,2,2108
692,101,10,2024-10-17,5,4570
693,16,56,2024-05-01,2,1224
694,75,34,2024-07-20,3,270
695,180,95,2024-06-11,3,1809
696,116,35,2024-02-08,2,390
697,52,18,2024-02-25,5,2635
698,40,14,2024-08-18,2,2052
699,120,41,2024-03-02,4,1596
700,138,46,2024-08-19,2,566
701,79,60,2024-03-02,3,3429
702,24,21,2024-12-26,3,171
703,179,78,2024-04-20,1,983
704,84,19,2024-12-30,1,202
705,64,46,2024-09-19,4,1132
706,13,87,2024-05-13,3,504
707,45,4,2024-08-19,4,1000
708,143,96,2024-05-07,5,1000
709,25,60,2024-03-12,1,1143
710,32,2,2024-04-23,1,556
711,34,26,2024-07-09,4,3628
712,176,81,2024-10-25,1,273
713,151,34,2024-01-12,1,90
714,17,26,2024-03-06,4,3628
715,24,43,2024-01-22,1,1035
716,119,7,2024-10-20,2,322
717,111,93,2024-09-11,4,352
718,8,49,2024-03-29,4,2020
719,91,28,2024-05-20,2,1454
720,72,58,2024-01-18,2,2006
721,158,80,2024-05-05,5,5145
722,166,38,2024-07-29,4,4272
723,141,62,2024-02-14,1,1055
724,72,50,2024-08-02,2,1302
725,52,83,2024-05-07,5,4580
726,162,70,2024-07-14,1,1006
727,183,46,2024-10-05,4,1132
728,125,45,2024-09-14,5,2805
729,83,50,2024-04-02,3,1953
730,7,41,2024-04-22,5,1995
731,8,100,2024-01-30,3,327
732,121,68,2024-10-26,3,3051
733,60,21,2024-05-06,1,57
734,169,31,2024-09-30,3,2070
735,189,8,2024-10-21,2,708
736,100,46,2024-03-31,2,566
737,61,76,2024-12-23,3,1479
738,92,76,2024-12-26,1,493
739,180,46,2024-10-15,5,1415
740,37,73,2024-09-09,2,1894
741,139,40,2024-09-08,2,1722
742,10,12,2024-04-29,1,839
743,155,29,2024-09-26,1,697
744,123,1,2024-11-10,3,480
745,52,17,2024-03-31,3,2025
746,83,8,2024-03-16,1,354
747,151,91,2024-02-26,2,1586
748,135,47,2024-07-10,1,912
749,181,85,2024-10-27,4,184
750,26,44,2024-06-14,3,360
751,35,21,2024-11-23,4,228
752,125,84,2024-03-30,3,3276
753,182,72,2024-07-01,5,5635
754,58,86,2024-03-30,5,4270
755,97,40,2024-03-06,3,2583
756,46,94,2024-12-25,1,155
757,147,51,2024-01-17,5,215
758,47,78,2024-11-09,3,2949
759,57,82,2024-02-23,5,3470
760,128,19,2024-02-09,3,606
761,61,45,2024-03-26,3,1683
762,163,12,2024-08-16,3,2517
763,3,34,2024-05-07,2,180
764,178,9,2024-05-11,3,3540
765,28,93,2024-01-25,1,88
766,99,57,2024-03-26,4,2296
767,106,64,2024-06-28,4,3456
768,140,49,2024-09-02,1,505
769,148,84,2024-03-24,2,2184
770,116,10,2024-05-30,1,914
771,6,41,2024-02-23,3,1197
772,19,44,2024-07-11,2,240
773,42,94,2024-10-07,1,155
774,24,44,2024-11-10,5,600
775,124,91,2024-08-08,1,793
776,168,22,2024-08-10,5,5975
777,41,7,2024-06-18,1,161
778,53,25,2024-12-22,4,2336
779,142,93,2024-05-15,5,440
780,170,37,2024-05-01,3,756
781,25,7,2024-10-19,4,644
782,141,63,2024-01-28,2,314
783,93,1,2024-02-14,4,640
784,76,85,2024-09-02,5,230
785,52,13,2024-04-15,1,1039
786,44,82,2024-02-11,3,2082
787,122,15,2024-07-22,3,537
788,121,63,2024-02-16,3,471
789,165,70,2024-04-04,4,4024
790,95,49,2024-04-05,3,1515
791,115,6,2024-08-13,3,1677
